order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD024891,REST1946,CUST08091,COUR4593,-37.8191748,145.00569009999998,2020-04-11,23:24:23,0,1,Car,"[('roti', 3), ('chicken tenders', 3), ('butter naan', 2), ('biryani', 2)]",20,123.056,6863,16,4.96,6.2573
ORD111493,REST1946,CUST11438,COUR0134,-37.8050924,144.93696740000001,2020-10-08,12:23:44,1,0,Car,"[('paneer malai tikka', 3), ('mutton pepper fry', 1)]",45,52.024,62,0,4.96,4.7183
ORD219834,REST1137,CUST02206,COUR1901,-37.8126506,144.95196919999998,2020-03-15,08:26:22,0,1,Car,"[('pizza', 2), ('murgh ghee roast', 1), ('chicken kebab', 1), ('chicken biryani', 1)]",10,40.284,2390,6,9.6,4.0973
ORD243544,REST1137,CUST00567,COUR4491,-37.8035716,145.0113,2020-01-24,20:50:06,0,0,Car,"[('chicken kebab', 1), ('mocktails', 1)]",45,10.164,4336,10,9.6,3.357
ORD048316,REST1572,CUST09885,COUR0795,-37.8094828,144.9431614,2020-02-22,00:11:52,0,1,Motorbike,"[('cocktails', 2), ('veg starter', 2), ('wedges', 3)]",10,94.995,2965,6,9.28,4.1048
ORD101155,REST2185,CUST01372,COUR0212,-37.798849600000004,144.9623625,2020-08-19,07:46:48,0,0,Bike,"[('protein chapati', 1), ('jeera rice', 3), ('sweet lassi', 1), ('biryani', 1)]",0,59.0,3427,17,6.54,4.4172
ORD052769,REST1572,CUST05582,COUR3590,-37.814810200000004,144.9572762,2020-11-20,15:41:32,0,0,Motorbike,"[('veg starter', 3), ('pizza', 3), ('sea food', 3), ('mocktails', 2)]",45,108.708,1133,2,9.28,2.7145
ORD041965,REST2185,CUST02390,COUR3623,-37.8199086,144.9507783,2020-07-13,15:05:56,0,0,Bike,"[('sweet lassi', 3), ('rajma', 2), ('shahi paneer', 3), ('jeera rice', 3)]",10,109.287,815,4,6.54,2.9168
ORD120263,REST2155,CUST00812,COUR2307,-37.8168308,144.9565622,2020-04-06,00:27:41,0,0,Motorbike,"[('butter kulcha', 1), ('biryani', 3), ('thali', 3)]",20,54.504,4334,9,9.54,3.6466
ORD219315,REST2185,CUST04568,COUR0865,-37.814676500000004,144.95048930000002,2020-06-05,06:27:41,0,0,Motorbike,"[('biryani', 1), ('protein chapati', 1)]",45,13.673,2765,6,8.18,3.8352
ORD318808,REST2185,CUST08489,COUR0357,-37.8009705,144.95670619999999,2020-10-11,13:54:43,1,1,Motorbike,"[('rajma', 3), ('sweet lassi', 3), ('jeera rice', 3)]",45,57.387,2784,6,6.54,6.0524
ORD143615,REST1137,CUST01219,COUR4501,-37.8042359,144.9923657,2020-10-26,03:17:48,0,0,Car,"[('gulab jamun', 2), ('pizza', 1)]",0,50.99,2562,6,7.68,3.2782
ORD141346,REST1137,CUST02931,COUR0554,-37.798718900000004,144.9750354,2020-05-26,23:56:02,0,0,Bike,"[('chicken biryani', 1), ('pizza', 3)]",0,32.9,1752,9,9.6,3.5019
ORD315288,REST1572,CUST11132,COUR0397,-37.8079662,144.94542869999998,2020-02-17,17:40:13,0,0,Motorbike,"[('veg starter', 1), ('cocktails', 1), ('caramel pudding', 3)]",10,58.797,2779,6,7.42,3.0102
ORD037435,REST1137,CUST08674,COUR2709,-37.8028608,144.96046819999998,2020-10-11,11:36:15,0,1,Motorbike,"[('murgh ghee roast', 2), ('chicken kebab', 2), ('pizza', 3)]",10,45.783,1800,4,7.68,3.8239
ORD129525,REST2155,CUST08235,COUR4522,-37.8200454,144.9583065,2020-01-10,20:46:09,0,0,Bike,"[('thali', 3), ('kulfi', 1), ('biryani', 2), ('butter kulcha', 3)]",45,54.835,4567,23,7.63,5.0352
ORD285707,REST1137,CUST13467,COUR4917,-37.803466,144.9481039,2020-12-16,10:17:08,0,0,Car,"[('fish', 3), ('mocktails', 2), ('momos', 2)]",20,41.12,2722,7,7.68,3.0515
ORD283923,REST1137,CUST08815,COUR4809,-37.788906299999994,144.9375094,2020-04-08,17:00:39,0,0,Car,"[('gulab jamun', 3), ('chicken biryani', 3), ('pizza', 1)]",0,123.6,5154,12,9.6,3.8646
ORD223105,REST1137,CUST13407,COUR3736,-37.8061658,144.9995386,2020-05-11,23:04:36,0,0,Motorbike,"[('pizza', 2), ('crispy corn', 1)]",20,24.512,4578,9,9.6,3.736
ORD289124,REST1137,CUST00523,COUR2265,-37.8131438,144.9553881,2020-05-02,20:14:30,0,1,Bike,"[('pizza', 2), ('gulab jamun', 1)]",0,33.64,1894,10,9.6,4.3155
ORD120178,REST2185,CUST13384,COUR0661,-37.8165571,145.00575769999998,2020-01-01,12:19:46,1,0,Car,"[('jeera rice', 3), ('rajma', 2), ('custard', 3)]",20,98.608,4895,12,8.18,5.6913
ORD101840,REST2155,CUST10145,COUR2222,-37.8081941,144.9998632,2020-11-16,12:03:57,1,0,Motorbike,"[('butter kulcha', 2), ('biryani', 2), ('sweet lassi', 2), ('thali', 1)]",0,67.02,682,1,7.63,4.3154
ORD021568,REST2185,CUST13657,COUR4878,-37.8161066,144.9640479,2020-07-16,01:03:17,0,0,Motorbike,"[('rajma', 2), ('jeera rice', 1), ('shahi paneer', 3), ('sweet lassi', 3)]",0,107.39,1350,3,6.54,2.729
ORD170915,REST1137,CUST05855,COUR4858,-37.8047617,144.97587119999997,2020-10-28,08:22:25,0,0,Motorbike,"[('chicken kebab', 1), ('pizza', 2)]",45,22.79,983,2,7.68,2.6534
ORD250325,REST2155,CUST06207,COUR3427,-37.815411,144.9354421,2020-10-20,07:11:12,0,0,Motorbike,"[('cheese naan', 1), ('thali', 3), ('palak paneer', 1), ('sweet lassi', 3)]",10,75.06,6452,13,9.54,3.8028
ORD283227,REST2155,CUST02628,COUR2709,-37.8064324,144.95448059999998,2020-04-12,06:19:46,0,1,Motorbike,"[('butter kulcha', 3), ('sweet lassi', 3)]",20,51.168,4559,9,9.54,4.4469
ORD156334,REST2185,CUST00923,COUR0439,-37.811212899999994,144.9596654,2020-01-18,23:48:07,0,1,Bike,"[('protein chapati', 1), ('jeera rice', 1), ('biryani', 2)]",0,51.1,1818,9,6.54,4.6747
ORD032557,REST2185,CUST07391,COUR3144,-37.823527,144.9693394,2020-02-18,13:54:43,1,0,Car,"[('sweet lassi', 1), ('shahi paneer', 1)]",20,18.936,1365,3,6.54,4.5605
ORD052328,REST2185,CUST10867,COUR0738,-37.811927000000004,144.9662918,2020-05-29,07:11:12,0,0,Motorbike,"[('rajma', 2), ('shahi paneer', 1)]",0,39.95,2046,4,6.54,2.856
ORD131665,REST2185,CUST09928,COUR0728,-37.817863700000004,144.9506461,2020-03-27,01:34:56,0,0,Bike,"[('custard', 3), ('biryani', 3), ('protein chapati', 1)]",0,136.14,974,5,8.18,3.6275
ORD089474,REST2185,CUST10587,COUR4965,-37.8065987,144.9329051,2020-01-20,14:06:35,0,0,Car,"[('biryani', 1), ('custard', 3), ('jeera rice', 2)]",0,106.1,3165,8,8.18,3.5324
ORD276650,REST1137,CUST11260,COUR4953,-37.805046399999995,144.9615018,2020-06-16,01:46:48,0,0,Motorbike,"[('pizza', 2), ('gulab jamun', 3), ('mocktails', 2)]",0,92.3,3462,7,7.68,3.3611
ORD349617,REST2185,CUST04718,COUR0939,-37.814859600000005,144.92351340000002,2020-Oct-07,04:17:08,0,0,Car,"[('custard', 2), ('biryani', 2), ('protein chapati', 3)]",0,103.92,4506,11,6.54,4.0643
ORD070473,REST1572,CUST04082,COUR3339,-37.820782,144.9824636,2020-06-30,00:07:54,0,0,Motorbike,"[('cocktails', 3), ('pizza', 3), ('bbq chicken', 3)]",20,106.44,1832,4,7.42,3.1207
ORD030625,REST1137,CUST05561,COUR2492,-37.8113593,144.9474612,Fri Apr 10 00:00:00 2020,08:58:01,0,0,Motorbike,"[('momos', 2), ('chicken biryani', 1), ('fish', 3), ('chicken kebab', 1)]",0,66.84,3859,8,9.6,3.3146
ORD261347,REST2155,CUST01900,COUR2397,-37.8243677,144.9924436,2020-09-30,06:47:28,0,0,Motorbike,"[('kulfi', 1), ('biryani', 2), ('butter kulcha', 3), ('thali', 3)]",0,99.7,2338,5,9.54,2.9631
ORD242840,REST2155,CUST02061,COUR4654,-37.8048456,145.00651330000002,2020-12-26,05:40:13,0,1,Car,"[('sweet lassi', 3), ('kulfi', 2)]",0,28.98,1882,5,7.63,4.0236
ORD312602,REST1946,CUST08184,COUR3306,-37.81788,145.0081585,2020-07-04,19:30:59,1,1,Bike,"[('yakhni pulao', 3), ('butter naan', 3), ('chicken tenders', 2)]",45,70.906,7079,35,3.97,9.1863
ORD111557,REST1946,CUST10254,COUR3047,-37.812861700000006,144.964225,2020-11-03,06:51:25,0,0,Motorbike,"[('roti', 2), ('paneer malai tikka', 3)]",0,108.88,3035,6,3.97,4.4136
ORD234510,REST1946,CUST05139,COUR2126,-37.824876200000006,144.9534785,2020-07-12,18:39:33,1,1,Car,"[('yakhni pulao', 1), ('chicken tenders', 3), ('butter naan', 3)]",40,62.052,3065,7,4.96,6.4464
ORD338836,REST2155,CUST05552,COUR3129,-37.812421,144.9478957,2020-10-16,20:54:03,0,0,Bike,"[('palak paneer', 1), ('biryani', 2), ('cheese naan', 2), ('thali', 3)]",0,105.54,6677,33,9.54,5.82
ORD028263,REST2185,CUST11721,COUR1493,-37.810164799999995,144.99648009999999,2020-10-28,03:29:40,0,0,Car,"[('protein chapati', 2), ('jeera rice', 2), ('custard', 3)]",10,88.344,4313,10,6.54,3.7924
ORD116971,REST2155,CUST00476,COUR4471,-37.8156148,144.9462743,2020-03-24,01:15:09,0,0,Motorbike,"[('biryani', 2), ('cheese naan', 3), ('sweet lassi', 3)]",0,101.98,5440,11,7.63,3.3095
ORD082776,REST1572,CUST10183,COUR0140,-37.810722,144.990461,2020-09-14,10:05:16,0,0,Car,"[('bbq chicken', 1), ('veg starter', 2), ('wedges', 1), ('mocktails', 3)]",0,132.92,2537,6,9.28,3.1835
ORD017527,REST2185,CUST04193,COUR3478,-37.8260999,144.9848703,2020-03-26,18:55:23,1,0,Car,"[('custard', 1), ('rajma', 2), ('shahi paneer', 2)]",10,67.338,3057,7,8.18,4.96
ORD289245,REST2185,CUST02352,COUR3807,-37.8011642,145.00912319999998,2020-24-01,11:40:13,0,0,Motorbike,"[('sweet lassi', 2), ('custard', 3), ('rajma', 2)]",10,115.524,6268,13,8.18,3.9493
ORD099005,REST1137,CUST03894,COUR4526,-37.8180076,144.9472038,2020-11-17,17:44:10,0,0,Motorbike,"[('momos', 3), ('chicken kebab', 3), ('mocktails', 3)]",40,50.832,3007,6,7.68,3.2309
ORD191642,REST1572,CUST12352,COUR0622,-37.8114037,144.97310900000002,2020-02-09,04:29:00,0,1,Motorbike,"[('wedges', 3), ('pizza', 1)]",45,44.226,1250,2,7.42,3.8522
ORD339543,REST1946,CUST06465,COUR0486,-37.8034963,144.9948218,2020-12-31,03:33:37,0,0,Motorbike,"[('butter naan', 3), ('mutton pepper fry', 3)]",45,57.816,5735,6,3.97,4.7231
ORD269592,REST2185,CUST00239,COUR4498,-37.820114600000004,144.9522794,2020-03-07,14:54:03,0,1,Car,"[('rajma', 3), ('shahi paneer', 3), ('protein chapati', 3), ('sweet lassi', 2)]",0,118.89,703,2,8.18,3.7417
ORD261191,REST2155,CUST01102,COUR3991,-37.811921000000005,145.0156991,2020-06-07,15:05:56,0,1,Car,"[('butter kulcha', 1), ('palak paneer', 3)]",10,47.898,1629,4,7.63,3.9537
ORD175971,REST2185,CUST09654,COUR0837,-37.802331,145.0036807,2020-05-04,08:34:17,0,0,Car,"[('sweet lassi', 1), ('jeera rice', 2), ('biryani', 3), ('protein chapati', 2)]",40,57.636,5614,13,6.54,3.9649
ORD084605,REST2155,CUST04572,COUR1768,-37.814161600000006,144.9502788,2020-08-30,10:32:58,0,1,Motorbike,"[('palak paneer', 2), ('butter kulcha', 1)]",40,24.492,6979,14,9.54,5.3496
ORD126866,REST1137,CUST03333,COUR3705,-37.8071565,144.950805,2020-06-05,02:58:01,0,0,Car,"[('fish', 2), ('chicken biryani', 1)]",0,29.13,2418,6,7.68,3.0071
ORD088075,REST2185,CUST13529,COUR2469,-37.818580299999994,144.9714402,2020-05-19,06:43:30,0,0,Motorbike,"[('protein chapati', 1), ('shahi paneer', 3), ('biryani', 2), ('rajma', 2)]",10,94.689,1541,3,6.54,3.1738
ORD109665,REST1572,CUST00949,COUR0554,-37.8148103,144.96498200000002,2020-01-02,18:59:20,1,0,car,"[('mocktails', 1), ('bbq chicken', 1)]",40,21.69,394,2,7.42,4.5101
ORD086090,REST2185,CUST05417,COUR3036,-37.8179065,144.9677541,2020-07-09,23:20:26,0,0,Bike,"[('sweet lassi', 1), ('rajma', 1), ('custard', 3), ('protein chapati', 2)]",0,111.88,1330,7,8.18,3.3014
ORD144388,REST1946,CUST02535,COUR3002,-37.8128773,144.93727019999997,2020-08-19,16:13:11,0,0,Bike,"[('chicken tenders', 2), ('biryani', 3)]",40,43.89,1051,5,4.96,4.0236
ORD215075,REST1946,CUST12571,COUR4799,-37.81743710000001,144.95264419999998,2020-07-26,12:51:25,1,1,Bike,"[('mutton pepper fry', 1), ('roti', 2)]",0,58.27,2079,10,4.96,6.7031
ORD170009,REST2155,CUST06690,COUR2842,-37.807685600000006,144.970857,2020-01-30,05:08:34,0,0,Motorbike,"[('biryani', 2), ('cheese naan', 2), ('butter kulcha', 1), ('kulfi', 3)]",20,78.16,3022,6,7.63,3.2739
ORD303112,REST1137,CUST05586,COUR1804,-37.811613799999996,144.9381312,2020-11-03,10:32:58,0,0,Car,"[('pizza', 1), ('chicken kebab', 2), ('murgh ghee roast', 2), ('mocktails', 3)]",10,53.694,4141,10,7.68,3.6163
ORD217917,REST1946,CUST04870,COUR1323,-37.8209322,144.97163559999998,2020-08-20,07:27:01,0,0,Motorbike,"[('paneer malai tikka', 1), ('biryani', 1)]",0,38.77,4150,8,4.96,3.8695
ORD066019,REST1137,CUST12566,COUR0480,-37.818750099999995,144.9532499,2020-08-02,00:35:36,0,1,Bike,"[('cocktails', 1), ('pizza', 2), ('crispy corn', 1), ('fish', 2)]",20,53.56,2571,13,9.6,5.0137
ORD322570,REST2155,CUST09676,COUR3894,-37.813205100000005,144.95154250000002,2020-10-02,02:06:35,0,1,Motorbike,"[('biryani', 2), ('thali', 1), ('kulfi', 2)]",0,37.46,4832,10,9.54,3.4414
ORD208117,REST2185,CUST00297,COUR0462,-37.8026916,144.95606,2020-08-24,16:09:13,0,0,Motorbike,"[('jeera rice', 1), ('protein chapati', 2)]",0,18.3,2629,5,8.18,3.0942
ORD201641,REST2155,CUST08166,COUR3283,-37.8183031,145.0077128,2020-04-05,08:46:09,0,1,Car,"[('palak paneer', 3), ('kulfi', 1), ('thali', 1), ('biryani', 3)]",0,75.13,1134,3,9.54,3.9417
ORD299791,REST2185,CUST07307,COUR3587,-37.8201061,144.95060959999998,2020-04-22,22:48:47,0,0,Bike,"[('protein chapati', 2), ('rajma', 2), ('sweet lassi', 2), ('custard', 3)]",0,139.64,867,9,8.18,3.0026
ORD148690,REST2185,CUST12697,COUR0179,-37.8039516,144.94984219999998,2020-05-27,11:04:36,0,0,Motorbike,"[('rajma', 1), ('shahi paneer', 3), ('biryani', 1), ('jeera rice', 2)]",45,43.841,2608,5,8.18,3.3787
ORD054587,REST2155,CUST04789,COUR4658,-37.8048531,144.9249028,2020-06-21,07:19:07,0,1,Motorbike,"[('palak paneer', 2), ('biryani', 1), ('kulfi', 3), ('thali', 2)]",0,72.15,7267,15,7.63,4.9782
ORD201908,REST1946,CUST08433,COUR1142,-37.804095700000005,144.9634487,2020-04-06,14:30:19,0,0,Bike,"[('chicken tenders', 2), ('butter naan', 2), ('roti', 2)]",0,91.82,2738,14,4.96,4.4673
ORD027581,REST1946,CUST06190,COUR1625,-37.815068700000005,144.93541430000002,2020-05-07,19:27:01,1,0,Motorbike,"[('mutton pepper fry', 1), ('biryani', 3), ('paneer malai tikka', 1)]",40,53.94,1409,3,3.97,5.2258
ORD257493,REST2185,CUST05757,COUR3478,-37.818078,144.9661352,2020-09-01,17:52:05,0,0,Car,"[('shahi paneer', 1), ('custard', 1), ('sweet lassi', 2), ('protein chapati', 1)]",0,66.67,1240,3,8.18,2.8697
ORD201282,REST2185,CUST04874,COUR2288,-37.823625799999995,144.9808734,2020-09-11,18:27:41,1,0,Car,"[('sweet lassi', 2), ('rajma', 3), ('jeera rice', 2), ('biryani', 2)]",0,122.68,2438,6,8.18,4.7358
ORD146288,REST1946,CUST13397,COUR4105,-37.817615100000005,145.00541069999997,2020-04-26,18:19:46,1,1,Car,"[('chicken tenders', 3), ('yakhni pulao', 2), ('mutton pepper fry', 2), ('biryani', 1)]",0,142.93,6832,16,4.96,7.434
ORD204899,REST1572,CUST11938,COUR2128,-37.801516299999996,144.9802451,2020-08-31,21:01:58,0,0,Motorbike,"[('veg starter', 3), ('pizza', 2), ('bbq chicken', 3), ('sea food', 1)]",10,144.504,2634,5,9.28,3.0669
ORD170810,REST1572,CUST13335,COUR4200,-37.8066063,144.9378524,2020-03-29,13:27:01,1,1,Bike,"[('caramel pudding', 3), ('veg starter', 3), ('pizza', 2)]",0,143.09,3372,17,9.28,6.9425
ORD175038,REST2185,CUST13027,COUR1643,144.95359380000002,-37.812414399999994,2020-12-24,14:18:27,0,0,Car,"[('custard', 2), ('sweet lassi', 1), ('jeera rice', 3), ('shahi paneer', 2)]",0,103.88,1603,4,6.54,3.0894
ORD256668,REST2155,CUST08237,COUR2171,-37.8203068,144.9577785,2020-12-21,13:11:12,1,0,Bike,"[('biryani', 1), ('thali', 2), ('palak paneer', 3)]",45,35.712,4619,23,7.63,6.5718
ORD303573,REST1572,CUST07828,COUR4981,-37.8165205,144.9859039,2020-08-08,05:44:10,0,1,Motorbike,"[('pizza', 3), ('mocktails', 1), ('veg starter', 2), ('caramel pudding', 1)]",20,112.064,1844,4,9.28,3.9089
ORD304546,REST1946,CUST13180,COUR1842,-37.8188451,144.9654245,2020-05-16,07:23:04,0,1,Motorbike,"[('paneer malai tikka', 1), ('mutton pepper fry', 2), ('biryani', 2)]",10,87.588,3494,7,4.96,4.8138
ORD079008,REST2185,CUST01246,COUR2709,-37.8015961,144.9779199,2020-10-16,10:36:55,0,0,Motorbike,"[('custard', 1), ('shahi paneer', 3), ('jeera rice', 3)]",0,77.11,3625,7,8.18,3.4173
ORD029204,REST1137,CUST12484,COUR1831,-37.8190176,144.95229740000002,2020-09-19,23:52:05,0,1,Bike,"[('pizza', 2), ('cocktails', 3), ('fish', 2)]",20,75.8,2671,13,7.68,4.7613
ORD237617,REST1137,CUST12422,COUR4103,-37.809416,144.9487494,2020-12-25,13:46:48,1,0,Car,"[('fish', 2), ('mocktails', 2)]",20,20.496,2671,6,7.68,4.9594
ORD222503,REST1137,CUST02607,COUR2869,-37.8092153,144.9629469,2020-06-04,07:19:07,0,0,Bike,"[('fish', 1), ('mocktails', 2), ('murgh ghee roast', 3)]",0,35.44,1279,6,9.6,3.0472
ORD297519,REST1572,CUST08629,COUR1044,-37.799096500000005,144.9430502,2020-26-12,00:11:52,0,1,Car,"[('bbq chicken', 3), ('cocktails', 1), ('mocktails', 3), ('veg starter', 1)]",45,72.875,3345,8,7.42,4.4461
ORD151432,REST1137,CUST11465,COUR2017,-37.8216861,144.9898245,2020-09-17,03:29:40,0,0,Car,"[('cocktails', 1), ('gulab jamun', 1)]",20,37.256,2562,6,7.68,3.1483
ORD011602,REST2155,CUST13468,COUR2115,-37.803499,144.948358,2020-03-28,12:31:38,1,1,Car,"[('butter kulcha', 1), ('cheese naan', 3), ('biryani', 1), ('palak paneer', 3)]",0,132.29,5229,13,9.54,6.4078
ORD091310,REST2185,CUST11169,COUR4662,-37.8099268,144.944849,2020-07-14,18:23:44,1,0,Bike,"[('jeera rice', 2), ('shahi paneer', 1)]",0,24.63,2068,10,8.18,5.7836
ORD052227,REST2155,CUST03670,COUR3109,-37.8025708,144.96554430000003,2020-04-24,18:39:33,1,0,Car,"[('thali', 2), ('kulfi', 1), ('biryani', 3)]",40,28.974,3918,9,9.54,5.1473
ORD144769,REST2185,CUST06309,COUR2933,-37.806536,144.9579815,2020-01-29,09:29:40,0,0,Bike,"[('jeera rice', 3), ('shahi paneer', 1), ('custard', 3), ('biryani', 3)]",0,162.15,2309,12,6.54,4.2037
ORD309699,REST2185,CUST00687,COUR0582,-37.8173354,144.9622079,2020-06-20,22:36:55,0,1,Bike,"[('protein chapati', 1), ('custard', 1)]",0,29.92,1075,5,6.54,4.8291
ORD124087,REST2155,CUST08960,COUR3664,-37.803400599999996,144.96572969999997,2020-04-15,12:15:49,1,0,Bike,"[('sweet lassi', 3), ('palak paneer', 3)]",0,53.1,3819,19,7.63,6.2946
ORD050368,REST2185,CUST09276,COUR4771,-37.8115911,144.97248480000002,2020-11-30,09:41:32,0,0,Car,"[('jeera rice', 3), ('sweet lassi', 1), ('custard', 1), ('protein chapati', 2)]",0,69.7,2419,6,6.54,3.2866
ORD007188,REST1137,CUST08906,COUR3627,-37.803581799999996,144.9663715,2020-06-08,22:40:52,0,0,Bike,"[('murgh ghee roast', 2), ('chicken kebab', 3), ('fish', 1)]",0,52.77,1275,6,9.6,3.4627
ORD313724,REST2185,CUST05221,COUR0237,-37.8230218,144.9601494,2020-11-14,00:47:28,0,1,Bike,"[('protein chapati', 2), ('custard', 3), ('sweet lassi', 1), ('rajma', 3)]",0,141.24,745,4,6.54,4.174
ORD228845,REST2185,CUST10927,COUR1667,-37.8025034,144.96742790000002,2020-07-20,03:17:48,0,0,Bike,"[('sweet lassi', 1), ('rajma', 3), ('shahi paneer', 2), ('biryani', 3)]",40,81.576,3232,16,8.18,4.5256
ORD205271,REST2185,CUST10511,COUR2387,-37.824437700000004,144.9904315,2020-09-06,01:03:17,0,1,Motorbike,"[('custard', 1), ('jeera rice', 3)]",0,45.34,3396,7,8.18,4.6622
ORD167274,REST1137,CUST07974,COUR1996,-37.813381,144.97386930000002,2020-06-21,07:03:17,0,1,Bike,"[('chicken biryani', 3), ('momos', 3), ('mocktails', 2), ('cocktails', 1)]",20,92.8,714,4,7.68,3.986
ORD218716,REST2155,CUST12920,COUR2026,-37.815931299999995,144.93553400000002,2020-09-07,12:55:23,1,0,Bike,"[('palak paneer', 1), ('biryani', 2), ('kulfi', 2), ('butter kulcha', 3)]",45,48.158,6458,32,7.63,6.9794
ORD028566,REST1137,CUST01594,COUR2730,-37.8229398,144.9904291,2020-07-20,12:15:49,1,0,Bike,"[('crispy corn', 1), ('momos', 2), ('chicken kebab', 2)]",0,63.16,2699,13,9.6,5.478
ORD036075,REST1946,CUST11151,COUR0047,-37.8062706,144.9463341,2020-06-01,20:26:22,0,0,Car,"[('yakhni pulao', 2), ('paneer malai tikka', 2)]",0,120.0,947,2,3.97,3.5079
ORD306413,REST1572,CUST08990,COUR4897,-37.8093125,144.9581717,2020-07-10,05:48:07,0,0,Bike,"[('caramel pudding', 2), ('veg starter', 2)]",45,35.629,1414,7,9.28,3.3779
ORD158142,REST1137,CUST00137,COUR0798,-37.8045464,144.97243559999998,2020-06-23,01:19:07,0,0,Motorbike,"[('gulab jamun', 3), ('pizza', 3), ('chicken kebab', 1), ('chicken biryani', 3)]",0,146.39,902,2,7.68,2.5438
ORD236569,REST1946,CUST09589,COUR3109,-37.8166969,145.0142424,2020-07-22,23:52:05,0,0,Car,"[('yakhni pulao', 2), ('paneer malai tikka', 3), ('butter naan', 2)]",0,138.92,8111,19,4.96,5.1438
ORD329976,REST1137,CUST07449,COUR2053,-37.82012279999999,144.9684375,2020-02-16,23:28:21,0,1,Motorbike,"[('chicken kebab', 3), ('gulab jamun', 3)]",0,104.13,1874,4,9.6,3.7344
ORD175504,REST2155,CUST02205,COUR2667,-37.810354499999995,144.9509758,2020-10-08,20:54:03,0,0,Motorbike,"[('cheese naan', 3), ('thali', 1)]",20,65.936,5122,10,9.54,3.8021
ORD093362,REST2155,CUST03472,COUR4302,-37.814096299999996,144.9935237,2020-05-09,00:03:57,0,1,Motorbike,"[('palak paneer', 3), ('kulfi', 1), ('butter kulcha', 1), ('cheese naan', 2)]",0,107.8,1373,3,7.63,3.7021
ORD238881,REST1946,CUST10796,COUR2819,-37.814260499999996,144.9551879,2020-11-24,23:16:29,0,0,Bike,"[('yakhni pulao', 1), ('butter naan', 1)]",20,26.528,2103,11,4.96,4.1764
ORD307362,REST1572,CUST04120,COUR0732,-37.820554200000004,144.984997,2020-03-24,16:05:16,0,0,Car,"[('mocktails', 1), ('caramel pudding', 2), ('wedges', 1), ('cocktails', 2)]",0,77.69,1996,5,9.28,3.0167
ORD098342,REST1572,CUST13527,COUR3442,-37.818374,144.97108799999998,2020-12-23,22:13:11,0,0,Car,"[('veg starter', 3), ('caramel pudding', 3), ('bbq chicken', 2)]",0,129.11,582,1,9.28,2.4892
ORD320112,REST1137,CUST08756,COUR3431,-37.812608600000004,145.01186330000002,2020-07-21,23:56:02,0,0,Motorbike,"[('crispy corn', 2), ('murgh ghee roast', 1), ('mocktails', 2), ('chicken kebab', 1)]",0,69.95,4061,8,9.6,3.4816
ORD022355,REST2155,CUST13390,COUR3721,-37.80832279999999,144.9554396,2020-09-12,01:46:48,0,1,Car,"[('palak paneer', 1), ('butter kulcha', 2)]",40,26.664,4508,11,9.54,4.6008
ORD196174,REST2185,CUST02552,COUR4337,-37.803992799999996,145.0016939,2020-06-18,02:14:30,0,0,Motorbike,"[('custard', 2), ('protein chapati', 3), ('jeera rice', 3), ('rajma', 3)]",20,104.464,5275,11,6.54,3.6339
ORD140283,REST1572,CUST00553,COUR0854,-37.8218851,144.9658603,2020-03-08,11:48:07,0,1,Bike,"[('pizza', 1), ('wedges', 1), ('sea food', 3)]",20,59.704,573,3,7.42,4.0271
ORD156439,REST1946,CUST06811,COUR4591,-37.8051282,144.97233219999998,2020-01-26,18:55:23,1,1,Bike,"[('butter naan', 3), ('mutton pepper fry', 2), ('roti', 2)]",0,119.41,3607,18,4.96,7.5904
ORD270419,REST2185,CUST12964,COUR3241,-37.8114136,144.9528593,2020-26-02,11:32:18,0,0,Bike,"[('protein chapati', 3), ('shahi paneer', 2), ('sweet lassi', 2), ('jeera rice', 1)]",20,57.024,1569,8,8.18,3.3772
ORD138538,REST1572,CUST11921,COUR3601,-37.805724100000006,144.9772011,2020-09-10,18:19:46,1,0,Car,"[('sea food', 3), ('cocktails', 1), ('mocktails', 2), ('pizza', 1)]",10,91.134,1976,5,7.42,4.5373
ORD063292,REST2155,CUST01714,COUR3461,-37.821834700000004,145.0032785,2020-05-29,23:36:15,0,0,Motorbike,"[('kulfi', 3), ('sweet lassi', 1)]",0,24.92,1447,3,7.63,2.9592
ORD030011,REST2155,CUST13764,COUR4452,-37.8139298,144.9570017,2020-10-25,13:30:59,1,1,Motorbike,"[('biryani', 2), ('butter kulcha', 3)]",10,55.872,4464,9,7.63,6.2791
ORD017237,REST1137,CUST07435,COUR4286,-37.8099555,144.9783954,2020-06-01,04:09:13,0,0,Motorbike,"[('cocktails', 1), ('gulab jamun', 2), ('crispy corn', 2), ('chicken kebab', 3)]",45,79.585,805,2,7.68,2.7376
ORD256250,REST1137,CUST09856,COUR3304,-37.808183899999996,144.9731736,2020-09-04,06:31:38,0,0,Motorbike,"[('crispy corn', 3), ('gulab jamun', 2), ('murgh ghee roast', 3)]",20,96.784,441,1,7.68,2.8208
ORD290449,REST1946,CUST12606,COUR2135,-37.8041756,144.94908230000001,2020-01-28,17:08:34,0,0,Motorbike,"[('roti', 3), ('mutton pepper fry', 3)]",0,120.39,1337,3,3.97,3.2845
